ID,Customer_ID,Month,Name,Age,SSN,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score
0x192e1,CUS_0x2d50,April,Lucia Mutikanio,38,105-96-2612,Architect,32078.72,2874.226666666667,6,5,23,9,"Mortgage Loan, Auto Loan, Not Specified, Payday Loan, Not Specified, Payday Loan, Debt Consolidation Loan, Payday Loan, and Not Specified",58,20,27.24,10.0,Bad,2556.12,33.772825434200946,13 Years and 2 Months,Yes,146.68234657142176,89.00910636805838,High_spent_Small_value_payments,311.73121372718657,0
0x1e2cf,CUS_0x8b8b,June,Davids,39,978-16-1554,Accountant,80402.72,6780.2266666666665,9,8,25,5,"Home Equity Loan, Debt Consolidation Loan, Personal Loan, Auto Loan, and Payday Loan",25,25,25.25,11.0,Bad,3167.0,25.295693753089047,5 Years and 10 Months,Yes,178.60066030636642,250.6612289967952,High_spent_Medium_value_payments,498.7607773635051,-1
0x413a,CUS_0x111c,January,Deepaa,23,420-66-8144,Journalist,71809.76,6168.1466666666665,7,7,17,8,"Debt Consolidation Loan, Not Specified, Home Equity Loan, Auto Loan, Home Equity Loan, Payday Loan, Mortgage Loan, and Personal Loan",50,15,1.58,7.0,Bad,4439.92,26.693629703173087,6 Years and 4 Months,Yes,297.91768403000606,179.0564060867081,Low_spent_Large_value_payments,409.84057654995246,-1
0x1dafd,CUS_0x5386,August,Shalal-Esak,16,516-86-5041,Teacher,9149.5,835.4583333333335,10,5,15,6,"Auto Loan, Personal Loan, Not Specified, Mortgage Loan, Mortgage Loan, and Debt Consolidation Loan",23,19,3.2,13.0,Bad,1457.21,31.89801862030879,8 Years and 10 Months,Yes,45.24387351816791,46.38893373997756,Low_spent_Medium_value_payments,271.91302607518793,0
0x20cd9,CUS_0xeb9,April,"OCallaghan""k",44,#F%$D@*&8,Doctor,9637.635,663.13625,7,7,28,6,"Payday Loan, Payday Loan, Payday Loan, Home Equity Loan, Payday Loan, and Auto Loan",38,18,5.32,6.0,Bad,2574.11,35.74684624475557,9 Years and 4 Months,Yes,42.46995944778222,83.9844633838315,Low_spent_Small_value_payments,229.85920216838628,-1
0x13b6b,CUS_0xbef3,June,Abboudq,22,239-39-4735,Manager,9155.455,470.9545833333333,6,7,24,5,"Home Equity Loan, Home Equity Loan, Mortgage Loan, Payday Loan, and Mortgage Loan",39,20,27.14,11.0,Bad,3914.45,25.965662437469764,5 Years and 0 Months,Yes,24.300245768929734,10.11661404301702,High_spent_Large_value_payments,252.67859852138656,1
0x2bfe,CUS_0x58f,January,Rachelle Younglaia,29_,744-81-5706,Architect,55324.29,4334.3575,9,5,28,8,"Home Equity Loan, Auto Loan, Debt Consolidation Loan, Personal Loan, Personal Loan, Auto Loan, Auto Loan, and Home Equity Loan",60,21,26.18,7.0,Bad,4270.21,34.68113264683094,7 Years and 7 Months,Yes,245.09589182556527,117.26295293169838,High_spent_Medium_value_payments,321.07690524273636,0
0x16e17,CUS_0x825d,June,Ernestd,51,884-90-7852,Musician,34640.23,2897.685833333333,6,4,10,1,Credit-Builder Loan,7,9,13.1,2.0,_,714.2,38.804017701287385,22 Years and 6 Months,Yes,14573.0,71.2766677297384,High_spent_Small_value_payments,451.6538318368033,0
0x2317f,CUS_0xade0,February,Nadiav,26,#F%$D@*&8,Engineer,73106.92,6309.243333333333,1,2,4,1,Home Equity Loan,8,12,_,4.0,_,900.37,27.768151641577106,31 Years and 0 Months,No,42.852111979837154,346.4177394387671,Low_spent_Medium_value_payments,521.6544819147291,1
0x15e02,CUS_0xc719,May,Nickx,35,994-77-4680,Media_Manager,60271.92_,4782.66,6,7,27,6,"Payday Loan, Credit-Builder Loan, Mortgage Loan, Debt Consolidation Loan, Student Loan, and Student Loan",30,25,28.85,13.0,Bad,4546.95,40.34820330453946,8 Years and 3 Months,Yes,203.6057950577473,197.2473101774929,High_spent_Medium_value_payments,327.41289476475987,0
0x165cb,CUS_0x8b31,June,ill Rigbyt,44,281-72-4948,Teacher,94811.36,7999.946666666668,4,5,10,6,"Student Loan, Debt Consolidation Loan, Auto Loan, Mortgage Loan, Personal Loan, and Credit-Builder Loan",26,20,13.5,7.0,Standard,461.05,38.297314933647975,13 Years and 6 Months,Yes,248.46071707798,65.37875648858162,High_spent_Large_value_payments,726.1551931001052,0
0x4350,CUS_0x81f1,July,Gelleru,33,790-89-0831,Lawyer,62757.12,5033.76,8,8,18,9,"Student Loan, Mortgage Loan, Student Loan, Payday Loan, Home Equity Loan, Mortgage Loan, Payday Loan, Debt Consolidation Loan, and Student Loan",52,21,26.92,17.0,Bad,3754.18,37.94023653429653,6 Years and 1 Months,Yes,467.8454156770467,__10000__,High_spent_Large_value_payments,219.2816762658081,0
0x183ea,CUS_0x317e,January,Jennifery,18,527-06-4214,Mechanic,62008.35000000001,5256.3625,10,7,21,3,"Credit-Builder Loan, Credit-Builder Loan, and Not Specified",47,17,11.31,12.0,_,2360.12,28.398338606615496,9 Years and 4 Months,Yes,127.3921470520096,637.7543956790055,Low_spent_Small_value_payments,50.48970726898494,-1
0x11739,CUS_0x8fea,April,Takenakam,30,826-06-5646,Engineer,19159.565,1385.6304166666666,1,6,11,2,"Not Specified, and Mortgage Loan",6,10,1.8,3.0,Good,677.58,33.325549080416515,26 Years and 7 Months,No,24.53485516137741,152.702103648834,Low_spent_Small_value_payments,251.32608285645526,0
0x857f,CUS_0x37cd,June,Edwardo,40,371-36-1042,Manager,15916.47,1317.3725,3,6,9,-100,"Debt Consolidation Loan, Student Loan, Student Loan, and Personal Loan",13,20,14.05,6.0,Standard,1322.7,29.727178126599807,12 Years and 9 Months,NM,40.62841199099505,152.44847132522884,Low_spent_Small_value_payments,228.6603666837761,-1
0xcbc3,CUS_0xa5e0,June,Leer,22,590-80-7797,Teacher,25312.34,1857.361666666667,4,7,5,2,"Mortgage Loan, and Mortgage Loan",11,17,10.54,2.0,Standard,893.13,37.934170188563215,20 Years and 7 Months,Yes,37.091824463334405,125.1420366969476,High_spent_Small_value_payments,283.5023055063847,0
0x8ec8,CUS_0x5634,July,Youngg,16,965-27-2454,Media_Manager,73425.16,6103.763333333332,3,3,13,7_,"Home Equity Loan, Mortgage Loan, Payday Loan, Student Loan, Debt Consolidation Loan, Credit-Builder Loan, and Debt Consolidation Loan",27,20,15.21,8.0,Standard,1205.13,34.81387781545185,19 Years and 5 Months,NM,426.97182331903946,311.51666794742533,Low_spent_Medium_value_payments,151.8878420668686,0
0xafcf,CUS_0x3974,February,Pauli,26,420-10-9235,Teacher,8007.85,897.3208333333333,8,7,24,7_,"Mortgage Loan, Home Equity Loan, Not Specified, Debt Consolidation Loan, Payday Loan, Home Equity Loan, and Home Equity Loan",52,19,29.98,12.0,Bad,2914.68,24.1336592480926,6 Years and 0 Months,Yes,36.22285932990693,42.286949678318926,Low_spent_Small_value_payments,301.2222743251075,0
0x11986,CUS_0xab32,May,Sophiex,42,177-21-7542,Doctor,38873.66,3239.471666666667,10,5,16,7,"Personal Loan, Mortgage Loan, Personal Loan, Credit-Builder Loan, Not Specified, Auto Loan, and Auto Loan",40,18,16.54,7.0,Bad,3373.85,30.03435414764635,11 Years and 11 Months,Yes,225.6107082138676,__10000__,Low_spent_Small_value_payments,131.61340954712762,-1
0x25e1,CUS_0x70b2,August,Zhou Xiny,40,830-58-7325,Media_Manager,38685.98,3360.831666666667,1,5,3,2,"Mortgage Loan, and Mortgage Loan",6,12,1.24,5.0,Good,1340.41,24.115145782953363,30 Years and 0 Months,No,37469.0,451.8558431663724,!@9#%8,121.62480829007194,1
0x3be7,CUS_0x3644,June,Alexz,16,623-91-4031,Accountant,61719.9,4860.325,7,5,19,9,"Personal Loan, Payday Loan, Home Equity Loan, Not Specified, Auto Loan, Not Specified, Student Loan, Debt Consolidation Loan, and Credit-Builder Loan",38,21,26.39,13.0,Bad,3643.78,26.80474184355928,6 Years and 10 Months,Yes,354.76721033827914,117.98870459284723,High_spent_Medium_value_payments,263.27658506887366,0
0xd020,CUS_0x9f52,July,Rothackerv,39,492-36-7041,Scientist,36993.94,3375.828333333333,1,7,9,2,"Auto Loan, and Mortgage Loan",24,3,2.91,9.0,Good,283.01,40.00329166282219,22 Years and 11 Months,No,55.7016887713807,__10000__,Low_spent_Small_value_payments,237.5557939174901,-1
0x1cb9d,CUS_0x7f56,August,Mutikaniu,41,309-09-9287,Architect,17646.92,1359.5766666666666,6,5,29,5,"Mortgage Loan, Credit-Builder Loan, Personal Loan, Credit-Builder Loan, and Debt Consolidation Loan",41,24,9.31,8.0,Bad,2679.53,22.49347074018184,12 Years and 6 Months,Yes,47.38352538995275,46.099029308010294,Low_spent_Medium_value_payments,322.47511196870363,-1
0x259f4,CUS_0x5f5a,March,Julienx,33,862-68-6961,Lawyer,66691.23,5553.6025,8,6,20,4,"Home Equity Loan, Not Specified, Student Loan, and Student Loan",27,19,19.78,8.0,_,760.71,35.30831333566,17 Years and 1 Months,Yes,213.937948059261,__10000__,High_spent_Large_value_payments,463.8130449972805,0
0x1868b,CUS_0x5002,February,Ann Saphird,18,913-93-5303,Developer,63402.2,5475.516666666666,5,3,18,4,"Mortgage Loan, Student Loan, Credit-Builder Loan, and Home Equity Loan",16,15,14.05,5.0,Standard,2153.66,26.449048438880386,19 Years and 0 Months,Yes,152.10590568183474,115.15195395701721,High_spent_Medium_value_payments,530.2938070278146,-1
0xe1e2,CUS_0x7736,May,ernard Vaughani,40,697-71-5438,Musician,8930.885_,842.2404166666665,10,6,17,8,"Home Equity Loan, Payday Loan, Auto Loan, Credit-Builder Loan, Payday Loan, Debt Consolidation Loan, Home Equity Loan, and Personal Loan",18,18,24.52,10.0,_,3377.5,26.524672260317725,1 Years and 1 Months,Yes,33.59607244455133,83.15716109028769,Low_spent_Small_value_payments,257.4708081318276,0
0x66d6,CUS_0x3793,May,Suzanney,31,911-18-1721,Lawyer,8151.41,926.2841666666668,9,7,15,6,"Home Equity Loan, Auto Loan, Mortgage Loan, Student Loan, Payday Loan, and Student Loan",38,3200,0.5899999999999999,9.0,_,1418.45,27.38162759463313,6 Years and 2 Months,Yes,29.33729855354037,56.563300235331795,Low_spent_Medium_value_payments,286.7278178777945,-1
0x1ce12,CUS_0x5ffc,January,Taraz,7849,756-51-8878,Doctor,66554.31,5744.1925,4,6,15,3,"Payday Loan, Credit-Builder Loan, and Auto Loan",14,19,3.12,3.0,Standard,485.7,33.20082998659773,18 Years and 7 Months,No,101.92311489248776,349.7393772957688,Low_spent_Medium_value_payments,402.75675781174346,0
0x179d6,CUS_0x7a84,January,Alice Baghdjianw,38,042-33-9752,Entrepreneur,33189.63,2688.8025,3,3,6,4,"Student Loan, Student Loan, Mortgage Loan, and Personal Loan",18,18,0.84,4.0,Standard,1101.15,30.63613542769661,16 Years and 1 Months,No,59.387531948473786,107.07266099127315,High_spent_Small_value_payments,362.42005706025293,0
0x18ccd,CUS_0x7007,August,Dougw,41,819-79-8796,Accountant,19104.75,1669.0625,4,7,6,3,"Credit-Builder Loan, Debt Consolidation Loan, and Payday Loan",28,12,14.07,5.0,Standard,955.6,31.985357294818613,30 Years and 3 Months,Yes,43.751454331542114,63.017540245390386,Low_spent_Small_value_payments,350.13725542306753,-1
0x1d659,CUS_0xa037,August,Aruna Viswanathap,22,318-64-2372,Manager,151649.36,12823.446666666665,3,7,11,3,"Personal Loan, Not Specified, and Payday Loan",7,12,4.48,3.0,_,358.17,46.36094465831865,30 Years and 5 Months,No,224.7031327912128,119.78596591048908,High_spent_Large_value_payments,1177.8555679649648,0
0x1d06c,CUS_0xfd1,March,Frewy,31,389-55-6408,Architect,78666.56999999999,6485.5475,4,5,17,-100,"Not Specified, Personal Loan, Home Equity Loan, and Debt Consolidation Loan",29,15,0.63,0.0,_,1498.7,35.767532276828064,22 Years and 0 Months,No,247.85114466764472,189.52837137684742,Low_spent_Medium_value_payments,491.1752339555079,0
0x18007,CUS_0x6b56,February,Lesley Wroughtone,31,165-16-8474,Scientist,9667.645,950.6370833333334,6,733,26,9,"Personal Loan, Mortgage Loan, Credit-Builder Loan, Auto Loan, Home Equity Loan, Mortgage Loan, Home Equity Loan, Student Loan, and Student Loan",24,22,17.37,11.0,Bad,2704.28,25.756415390457175,12 Years and 11 Months,Yes,68.56040389657137,68.1291655789051,Low_spent_Small_value_payments,248.37413885785688,0
0xa94e,CUS_0x6cd2,May,Ritsukoq,20,863-39-0169,Media_Manager,22558.95,1991.9125,4,5,11,4,"Student Loan, Auto Loan, Personal Loan, and Mortgage Loan",3,16,17.74,628.0,_,141.14,39.52968725010808,31 Years and 3 Months,Yes,64.30119007088052,74.13160989809177,High_spent_Medium_value_payments,310.75845003102773,0
0x8688,CUS_0x2ddd,July,Ian Chuau,23,297-78-3372,_______,38443.42,2918.6183333333333,9,8,27,3,"Not Specified, Payday Loan, and Mortgage Loan",42,13,9.78,15.0,Standard,1703.99,38.68637293204982,5 Years and 8 Months,Yes,64.49968213475104,340.3229224387459,Low_spent_Small_value_payments,177.0392287598364,-1
0x14107,CUS_0xa2b9,February,Gabrielw,52,261-38-1072,_______,27172.31_,2203.3591666666666,6,5,19,1,Not Specified,27,14,6.619999999999999,0.0,Standard,1235.92,27.51157107600252,16 Years and 11 Months,No,13.139578875076564,164.80193944271966,Low_spent_Small_value_payments,332.3943983488705,0
0x1c074,CUS_0x4b1c,July,Barrf,49,579-85-2474,Architect,20455.28,1407.6066666666666,4,4,2,4,"Not Specified, Credit-Builder Loan, Debt Consolidation Loan, and Personal Loan",15,8,6.92,2.0,_,426.13,31.124382558628067,22 Years and 10 Months,No,46.744493771577645,144.6066731776704,Low_spent_Small_value_payments,239.40949971741864,0
0xfd1d,CUS_0x70e,April,Steves,20,216-87-5046,Developer,120986.25,10288.1875,3,4,5,-100,Not Specified,4,2,4.63,0.0,Good,1010.15,37.25702759913368,21 Years and 8 Months,No,53.7822847857429,193.77825141682004,High_spent_Large_value_payments,1021.2582137974373,1
0x13db4,CUS_0xb450,March,Wayner,46,564-78-6008,Entrepreneur,36665.05,2911.4208333333336,1,2,9,1,Personal Loan,13,8,11.34,4.0,Good,1365.41,38.359216863888,25 Years and 0 Months,No,15.805626531230915,188.87590363311463,Low_spent_Large_value_payments,356.46055316898776,1
0xea7f,CUS_0x355f,February,Gernotm,21,601-12-1746,Architect,18822.02,1821.5016666666668,4,3,19,2,"Debt Consolidation Loan, and Student Loan",11,18,9.63,10.0,Standard,1464.16,26.28855472993604,15 Years and 9 Months,Yes,16.429684492487187,36.11987133160779,High_spent_Large_value_payments,369.6006108425717,0
0x13ee0,CUS_0xbc7d,March,dev,35,265-33-1368,Lawyer,52338.56999999999,4451.5475,6,8,22,5,"Personal Loan, Not Specified, Payday Loan, Auto Loan, and Credit-Builder Loan",32,18,24.07,7.0,Bad,3517.04,28.67971202752183,11 Years and 6 Months,Yes,150.59774291636447,54.511832299596,High_spent_Medium_value_payments,490.0451747840396,-1
0x7882,CUS_0x5a26,May,Shaimaa Fayedk,20,460-90-9091,Musician,10356.98,722.0816666666666,6,10,28,8,"Payday Loan, Auto Loan, Not Specified, Home Equity Loan, Credit-Builder Loan, Mortgage Loan, Not Specified, and Not Specified",53,20,26.06,12.0,Bad,3716.71,29.993100907316016,10 Years and 8 Months,Yes,66.45682500991846,22.2307835440692,High_spent_Medium_value_payments,233.520558112679,0
0x253af,CUS_0x745b,June,Axelx,45,516-38-0624,Writer,43534.9_,3758.908333333333,3,6,15,4,"Payday Loan, Payday Loan, Not Specified, and Debt Consolidation Loan",8,18,16.51,7.0,Standard,314.58,32.87915841174952,18 Years and 9 Months,Yes,100.40804469116692,98.3218990161874,Low_spent_Medium_value_payments,457.16088962597917,0
0x21132,CUS_0x589a,January,Caroline Valetkevitchs,44,248-22-7032,Teacher,28435.76,2266.6466666666665,3,10,15,7,"Personal Loan, Auto Loan, Auto Loan, Mortgage Loan, Debt Consolidation Loan, Home Equity Loan, and Debt Consolidation Loan",13,17,11.5,9.0,Standard,1962.25,37.639369511069,7 Years and 7 Months,Yes,116.72019332019045,64.42078882100301,Low_spent_Large_value_payments,315.5236845254732,0
0x15cf6,CUS_0x6d05,January,Katee,45,429-09-6890,Mechanic,84833.62,6875.468333333332,5,1,8,4,"Auto Loan, Payday Loan, Payday Loan, and Home Equity Loan",4,0,4.05,2.0,Good,557.38,26.04958665168159,20 Years and 2 Months,No,274.9442043933726,495.96450589747917,Low_spent_Medium_value_payments,196.63812304248157,1
0x1b7de,CUS_0x586c,May,Naomi Tajitsui,45,935-19-6848,Lawyer,34534.82,3165.901666666666,3,6,8,1,Credit-Builder Loan,3,3,1.16,8.0,Good,132.98,41.931220060219005,31 Years and 8 Months,No,23.39463467832328,74.84432522435958,Low_spent_Large_value_payments,488.35120676398384,0
0xed73,CUS_0x8049,February,Erikg,36,744-05-2416,Media_Manager,65891.85,5326.9875,4,1221,5,4,"Mortgage Loan, Credit-Builder Loan, Auto Loan, and Auto Loan",19,17,10.83,3.0,Standard,454.19,35.23860991784155,19 Years and 3 Months,Yes,118.88267396744332,39.53682425238855,High_spent_Large_value_payments,614.2792517801681,0
0xd957,CUS_0x48f2,February,Jamesz,30,568-82-5596,Scientist,18317.26,1731.438333333333,6,9,15,3,"Not Specified, Not Specified, and Student Loan",36,21,3.26,8.0,Bad,1611.27,34.61220976109519,7 Years and 6 Months,Yes,25.338476049851984,169.671333258979,Low_spent_Medium_value_payments,258.1340240245024,-1
0x75a2,CUS_0x5c53,January,MacLellani,41,413-13-1716,Media_Manager,9275.95_,553.9958333333334,8,8,24,4,"Mortgage Loan, Not Specified, Not Specified, and Home Equity Loan",40,21,19.23,8.0,Bad,1746.01,35.32354596018528,12 Years and 3 Months,Yes,19.7889022619584,14.960539934848855,High_spent_Medium_value_payments,270.6501411365261,-1
0x24158,CUS_0x49b0,March,Freifeldh,19,812-97-0609,Mechanic,20858.03,1528.1691666666666,10,7,32,2,"Mortgage Loan, and Debt Consolidation Loan",54,26,-3.75,13.0,_,2164.84,26.08785766874872,11 Years and 10 Months,NM,30.79305493700541,125.76431599499381,Low_spent_Small_value_payments,286.25954573466737,-1
0x23176,CUS_0x8e8,May,Vladimir Soldatkina,32,793-86-5298,_______,41640.54,3466.045,6,7,8,1,Auto Loan,20,18_,4.29,2.0,Standard,1072.42,36.661866142335455,27 Years and 3 Months,No,30.208315458015782,138.43346620581252,High_spent_Medium_value_payments,427.96271833617175,0
0x14083,CUS_0x7a77,February,Huw Jonesq,23,044-19-7799,Musician,32085.89,2460.8241666666668,4,6,14,5,"Payday Loan, Credit-Builder Loan, Payday Loan, Mortgage Loan, and Auto Loan",4,13,18.02,6.0,Standard,742.25,37.04019467116977,18 Years and 6 Months,Yes,84.06232163523586,201.1584013202924,Low_spent_Large_value_payments,230.86169371113846,0
0x17061,CUS_0x993d,April,Marc Jonese,46,#F%$D@*&8,Doctor,89057.64,7318.47,119,3,10,2,"Mortgage Loan, and Credit-Builder Loan",19,18,6.32,3.0,Standard,600.66_,31.195057651310805,33 Years and 2 Months,No,75.72074704799104,139.41728276973987,High_spent_Large_value_payments,756.7089701822692,0
0x1b6e5,CUS_0xb25a,August,Nate Raymondf,41,027-13-2378,Architect,30617.62,2533.468333333333,5,3,8,3,"Debt Consolidation Loan, Not Specified, and Debt Consolidation Loan",15,9,7.9,5.0,Good,938.6,33.421261863004545,32 Years and 0 Months,No,74.01131688190553,154.66729027619414,Low_spent_Small_value_payments,314.6682261752337,-1
0x1bddc,CUS_0xad31,March,Grant McCooli,25,769-35-0460,Musician,16043.16,1224.93,4,8,30,6,"Credit-Builder Loan, Payday Loan, Payday Loan, Student Loan, Payday Loan, and Auto Loan",23,19,16.119999999999994,7.0,Standard,2358.91,37.8011846903404,10 Years and 9 Months,Yes,56.53811757765381,24.316897814324413,High_spent_Small_value_payments,301.63798460802184,-1
0x2456a,CUS_0x9076,January,Carewl,28,228-28-5559,Manager,110692.47,9428.3725,4,461,18,6,"Auto Loan, Mortgage Loan, Auto Loan, Home Equity Loan, Personal Loan, and Debt Consolidation Loan",5,9,12.33,5.0,_,1134.69,33.0259060136526,8 Years and 9 Months,Yes,402.4758281913585,313.3934984209415,High_spent_Medium_value_payments,476.96792338770007,0
0x189a3,CUS_0x872d,February,Davea,18,104-21-7383,Architect,47183.94,3803.995,7,9,27,5,"Not Specified, Home Equity Loan, Personal Loan, Debt Consolidation Loan, and Not Specified",53,24,9.71,8.0,Bad,4579.44,37.4448513112709,12 Years and 11 Months,Yes,166.89065453921577,184.07050101427185,High_spent_Small_value_payments,289.4383444465125,-1
0x1a761,CUS_0x495e,August,Abrahamianb,17,792-95-8742,Teacher,75476.72,6492.7266666666665,10,10,30,5,"Debt Consolidation Loan, Credit-Builder Loan, Auto Loan, Credit-Builder Loan, and Debt Consolidation Loan",19,25,8.41,8.0,Bad,1401.04,27.36706399155495,18 Years and 3 Months,Yes,301.55767926496065,332.428920270285,High_spent_Small_value_payments,275.286067131421,0
0x22110,CUS_0x23e5,July,Liana B.t,15,788-23-1545,Engineer,31563.9,2808.3250000000007,10,10,19,5,"Student Loan, Student Loan, Not Specified, Mortgage Loan, and Home Equity Loan",24,22,8.44,8.0,Bad,2241.78,27.7176186588384,13 Years and 9 Months,Yes,99.5232497682634,252.80338039821495,Low_spent_Medium_value_payments,208.50586983352161,0
0x1fea2,CUS_0x97ec,January,Oreskovicc,38,920-99-2901,Engineer,17212.35,1271.3625,8,9,26,2,"Home Equity Loan, and Not Specified",61,18,13.44,12.0,Bad,2427.44,32.042817778873804,11 Years and 4 Months,Yes,15.953524166759104,95.286656358024,Low_spent_Medium_value_payments,295.89606947521685,-1
